"id","human_readable_id","title","type","description","text_unit_ids","frequency","degree","x","y"
"29bdb004-ad1e-4e0c-bdce-c6229d58c53f",155,"望诊","EQUIPMENT","

望诊是中医骨伤科四诊之一，主要用于观察体表情况，以进行骨与关节局部的检查。","['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'
 'efbb75cf0323a9e0f42165e56f60b1e9d5c6764bf1bd121a26623789adefa07ac9573bd1806d1c080df117779626891ade750df15be21c49bf8e38934a589702']",2,11,0.0,0.0
"cd3dc9a5-8b5d-4546-b4c3-147bcfbdbaac",156,"闻诊","EQUIPMENT","中医骨伤科四诊之一",['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'],1,0,"",""
"b618d784-66b7-4d59-b21c-57f929633a65",157,"问诊","EQUIPMENT","中医骨伤科四诊之一",['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'],1,3,0.0,0.0
"195b09bc-6a92-4cf8-9bfc-83583eebc2b6",158,"切诊","EQUIPMENT","中医骨伤科四诊之一",['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'],1,0,"",""
"32992ccd-01b2-475c-afb8-e94521ad242f",159,"检查方法和顺序","EQUIPMENT","骨与关节检查法的一部分",['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'],1,0,"",""
"f6f270fd-25d4-41bf-a922-5cf5b101a2d1",160,"测量检查","EQUIPMENT","骨与关节检查法的一部分",['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'],1,0,"",""
"eb75951e-0198-497b-9dbe-d365541f99dc",161,"肌力检查","EQUIPMENT","骨与关节检查法的一部分",['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'],1,1,0.0,0.0
"3f17e6f3-c4bb-4329-81b3-38ac1bf8693e",162,"临床检查法","EQUIPMENT","骨与关节检查法的一部分",['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'],1,0,"",""
"644946e5-44fd-4117-ac47-9192ef56faca",163,"外固定","EQUIPMENT","

外固定是一种用于骨折治疗的医疗设备，属于中医骨伤科固定方法之一，主要用于稳定骨折复位后骨骼的位置，通过固定骨折断端来帮助骨骼愈合。","['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'
 '857ac70a98bbc244912d8a23ef04eae5a35c32a96cba282119be7a3d6e004f253052f3af5797d7930d24315b40f53e18760775e04163769c0984ed1de83d4a4c'
 '0ef29e1ef89e3e9354d6009b38fc34695613bf1498c23bcfade85e95b646fc1b4705494694719c09a3b61d194980c7ba6b5689d933f076ae7f7fc060d7e9b43c'
 '54a74307c4a5ee602da8dc05e3619a83cf4d5458e41871d2f28e3e462479957b5d700fd1528a2807421e2a333d3ca1818971ae77edd822de831d5057c1a29c06']",4,19,0.0,0.0
"711c0cab-4f37-4e15-9a95-1cb4ef6fa385",164,"内固定","EQUIPMENT","

内固定是中医骨伤科固定方法之一，同时在手术中也用于重建脊柱稳定性、防止椎骨再次移位的设备。","['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'
 '0732558adbc236cb4ab1cc3e3165c7a2b0051f438eb53ec2436e4110f457d663fdfd426e9a4efca6f93d1f8b6d0da70ad76f65d6cc18d8e32da171435cfa6e56']",2,25,0.0,0.0
"e2356d00-2cb7-4a32-ad62-e526cfa9ed3c",165,"练功疗法","TREATMENT","

练功疗法是中医骨伤科治疗方法之一，主要通过运动和导引来治疗足部“痿”，并为后世骨伤科动静结合理论奠定了 foundation。","['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'
 'fc128808a5bdf8310d81b10eaa095631793bac6de852828c83601e828509bf9aa6ba5f4ebfcd161fd2adf209f10803bf5cb4bfd458410498bda869a7bc4769c1']",2,3,0.0,0.0
"8f628a04-0567-4232-ba39-e91b4db27320",166,"练功疗法的分类","TREATMENT","练功疗法的分类",['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'],1,0,"",""
"196b6395-fc9c-4b77-a6c8-c5e853b49d1b",167,"练功疗法的作用","TREATMENT","练功疗法的作用",['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'],1,0,"",""
"6596144d-e2b0-472b-8504-5f7f692fdfb2",168,"全身各部位练功法","TREATMENT","练功疗法的具体内容",['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'],1,0,"",""
"380835e9-bcd7-449b-9028-a5eb6e46dcf4",169,"创伤骨科微创技术","EQUIPMENT","中医骨伤科其他疗法之一",['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'],1,8,0.0,0.0
"a2990e3f-0216-4d04-8cc3-7a54a226e3fe",170,"脊柱微创技术","EQUIPMENT","中医骨伤科其他疗法之一",['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'],1,8,0.0,0.0
"5fd2ba75-7b64-405e-8f21-3f09b08b4053",171,"内镜技术","EQUIPMENT","

内镜技术是用于治疗的设备或技术，属于中医骨伤科其他疗法之一。","['f1124fed3d8911e4ce32c3a263cbb1d8c192ee8d5a9d8bb4764faa110d3e91ea00f937141fa956acbf6a527bed829d3a9b26e3bbec6ce5936d374d851f561fc2'
 '65511c285b88088ddb78d01abe16ea03e895b3eecb830eda788ebcf2c32f6ebff41308e8457f15226f43087deab6291de258d378965b9e7488aa823196a0cca4']",2,7,0.0,0.0
"a89f77b5-719d-4918-afc1-8672381974d8",172,"急救技术","TREATMENT","急救技术是创伤急救中的主要处理方式",['65511c285b88088ddb78d01abe16ea03e895b3eecb830eda788ebcf2c32f6ebff41308e8457f15226f43087deab6291de258d378965b9e7488aa823196a0cca4'],1,2,0.0,0.0
"ff472e8e-5ea6-435c-9f08-761a30f3eb66",173,"创口的处理","TREATMENT","创口的处理是创伤急救中的重要环节",['65511c285b88088ddb78d01abe16ea03e895b3eecb830eda788ebcf2c32f6ebff41308e8457f15226f43087deab6291de258d378965b9e7488aa823196a0cca4'],1,1,0.0,0.0
"65348d15-0b40-4e56-be97-b6d91eb38b6f",174,"周围血管损伤","INJURY","

周围血管损伤是创伤急救中讨论的一种损伤类型，通常指四肢血管因暴力作用而受到的损伤，且常与骨折和神经损伤同时发生。","['65511c285b88088ddb78d01abe16ea03e895b3eecb830eda788ebcf2c32f6ebff41308e8457f15226f43087deab6291de258d378965b9e7488aa823196a0cca4'
 '3042287095aecbad7225ace62a998916bfccd25795312c783d63a4296be2093db77d201506cc9be30d7af70d3c456b19db802666dd6415027b0c0f88e8395dca']",2,1,0.0,0.0
"fa1c1ea5-d9b4-4563-b5d9-ba378e51c436",175,"周围神经损伤","INJURY","

周围神经损伤是一种因外伤或其他原因引起的神经损伤，常见于四肢，主要由开放性损伤、骨折和暴力牵拉等引起。该损伤可在骨折时因神经受牵拉、压迫、挫伤或刺激而发生，后期也可能因外固定压迫、骨痂包裹或肢体畸形牵拉所致。作为创伤急救中讨论的损伤类型，周围神经损伤在早期处理得当的情况下大多可获得较好效果，晚期修复也能获得一定疗效。本节讨论的主要内容即为周围神经损伤。","['65511c285b88088ddb78d01abe16ea03e895b3eecb830eda788ebcf2c32f6ebff41308e8457f15226f43087deab6291de258d378965b9e7488aa823196a0cca4'
 'e04837268f0442b6c0d300c2eb6d12413ce8d6404e2f020e4cf8113d556995010c586ec43fcde9a6ceec7437e3cf6b600f400d54e2f15e89b0727b15cb22224a'
 'e0f9441ded22f33f98057bc0eb2d7150d77c51f7feed9e60cabbe8edfb1813f950ebf51923f4284502cf6579da519eda6af2601aeafeb389e68ff5e555579d62'
 '8dd7c6ac1ca01ee7d5d27d53447a15454b3098d52bd740d6fbed7db0e1caa151d31b61d84c2d2423bd5c92bbd0671fbe19ef46e8649c7b39361701e6a41c4527']",4,35,0.0,0.0
"4702ca6f-5250-48a2-8873-7a7b6c989f89",176,"创伤性休克","SYNDROME","

创伤性休克是一种因严重外伤（如撞击、高处坠落、机器绞伤、重物打击、挤压和火器伤等）引起的全身反应综合征，表现为意识改变、皮肤苍白、脉搏增快、血压降低、呼吸困难和尿量减少等症状。该综合征涉及有效循环血量锐减、疼痛及神经-内分泌系统反应，进而影响心血管功能，导致组织器官血流灌注不足、微循环衰竭、急性氧代谢障碍和内脏损害。临床上，创伤性休克可分为气脱、血脱、亡阴、亡阳四种类型，并在创伤急救中被重点讨论。治疗过程中需特别注意防治其并发症。","['65511c285b88088ddb78d01abe16ea03e895b3eecb830eda788ebcf2c32f6ebff41308e8457f15226f43087deab6291de258d378965b9e7488aa823196a0cca4'
 'd28f6a4914b9cd3339e20a6a5fffb4d82929fe087af9268b6175cc41413ecf21644707acb294517b98366121d21be1552fc2c616546fa9ac06c16e4264801d1a'
 '3b14b545e365a7972aa2fddfccb1f7e114f70c50c1ec71be56af6f45c972218914937f927057819bddf4b0ab2d069d223136d39d97b255979280404ba05de234'
 '9ba9d8c42b583f58836a4a3f431b7a9d27b8905a91eb029c9631b95d5a9784b26ab9007bd2a8bf32a3f9541a797b7d81d4bcec9557ad460105048ca5a111ef85'
 '8f9764657d437fe926cd21f35dedd459d2c59b56428a696555027564b104dd5b3689b9d4f54df7c068f6cc59217c4f17fd244ea95406896f2e5043e9a0352942'
 '826cd117356b5e21ffa62a53fc91263965fe850f8c37a06f468bf21fc2e3c6d7a896b6a45c10efe4ae02c19033390e85abfe797245f45a8be37fdb2338a6a9f5']",6,46,0.0,0.0
"dc0834fd-d6b1-4b80-9bf5-1743db80bf09",177,"脂肪栓塞综合征","SYNDROME","

脂肪栓塞综合征是一种与创伤严重程度相关的症候群，常见于严重挤压伤、粉碎性骨折或多发性骨折患者，是创伤急救中讨论的重要综合征。该综合征因脂肪滴进入血液循环而引发，可能影响全身各脏器，尤其是肺、脑和肾，临床表现为呼吸困难、意识障碍、皮下及内脏瘀血以及进行性低氧血症，并具有多种临床表现和诊断标准。","['65511c285b88088ddb78d01abe16ea03e895b3eecb830eda788ebcf2c32f6ebff41308e8457f15226f43087deab6291de258d378965b9e7488aa823196a0cca4'
 '826cd117356b5e21ffa62a53fc91263965fe850f8c37a06f468bf21fc2e3c6d7a896b6a45c10efe4ae02c19033390e85abfe797245f45a8be37fdb2338a6a9f5'
 '4bd4537ffd4c9663b98408963ad941f427d45eb2f500383452813d34032dbda1941a37074675af05e21d5488b8585b0c541c17dacee0a1857f8368d7ab5f80f8'
 'c22cd48a3b0d7071b786af6b2693810c541d41cec83798a3a55be74643cb338d8d8ed69e0c30f1db001982056405afa447b08cd5eeb815d46121e27f117173b7']",4,18,0.0,0.0
"cc7397bb-7290-4896-b191-d5f040ed53f8",178,"腹间隔区综合征","SYNDROME","腹间隔区综合征是创伤急救中讨论的综合征",['65511c285b88088ddb78d01abe16ea03e895b3eecb830eda788ebcf2c32f6ebff41308e8457f15226f43087deab6291de258d378965b9e7488aa823196a0cca4'],1,1,0.0,0.0
"e6c7700f-abfa-499e-aac4-0ce881d6ea54",179,"挤压综合征","SYNDROME","

挤压综合征是一种由于肢体长时间受压后突然减压所引发的全身性病症，常见于房屋倒塌、工程塌方、交通事故等意外伤害中，主要表现为休克、肌红蛋白血症与肌红蛋白尿、高血钾症、酸中毒及氮质血症，以及可能的器官损伤。该综合征是严重挤压伤、粉碎性骨折或多发性骨折的可能并发症，也是筋膜间隔区综合征的严重并发症，可能引发急性肾衰竭和全身不良反应。作为骨伤科的危急重症，挤压综合征需要在创伤急救中予以高度重视，强调早期诊断、积极救治、早期切开减压以及防治肾衰竭的综合处理措施。","['65511c285b88088ddb78d01abe16ea03e895b3eecb830eda788ebcf2c32f6ebff41308e8457f15226f43087deab6291de258d378965b9e7488aa823196a0cca4'
 '24b0e05b9dbd702cca5e62e83a4932687a04f27bae9f006ed6af1c5607d63aae0eb5b0a904a07a0fa06fd260ccda1741df4ebc60864fe0a6a4b3b52598eb259c'
 'd16ca0e9387002e337b7fc74894801fe2e13f2028a1c41e91fd95dea6989c931f27b3ebaff74628de337872edc62f66facc2a6dae893bc5e2fd3d8ceabbec893'
 '48de9f1ff5a4c9a3d282dee5c6d9938e730fd1f6edbbd0d7097725fbda0ad3740a5afe9637bc1ab3ba66a16eb48601359f1189c6d7a4ec45aa88cf3c4f199a2c'
 'b6bde8b8d95cff824b84aeb103db1177a7fbe1f27fe99b9a027030797e2880a4a597fbbe4933a55e88879749deaaa9d2a3568bbd218677b7cc72434e77966f18'
 'c22cd48a3b0d7071b786af6b2693810c541d41cec83798a3a55be74643cb338d8d8ed69e0c30f1db001982056405afa447b08cd5eeb815d46121e27f117173b7']",6,25,0.0,0.0
"c85c2367-0a2b-434e-915c-e43d53ed003b",180,"骨折","INJURY","

骨折是一种骨骼的断裂损伤，常见于四肢及关节部位，可能表现为骨膜阴影，如青枝骨折或疲劳骨折，通常需要通过固定方法进行治疗，包括夹板固定、石膏绷带固定或外固定器等。根据损伤程度、形态、稳定程度、就诊时间和骨质状态，骨折可分为多种类型，如I型至Ⅵ型。骨折可能伴随多种局部或全身并发症，如脂肪栓塞综合征、血管损伤、神经损伤或开放性脱位，需根据具体情况采取整复、牵引或手术治疗。在骨伤科中，骨折分为闭合性和开放性，是治疗的主要对象之一，可能导致功能障碍，需通过手法复位、X线片或CT扫描等手段进行诊断。骨折后需注意辨证用药，如肩关节脱位合并骨折时需按三期辨证处理，且在骨折牢固愈合后方可进行负重练习。此外，骨折可能因外力作用导致，如跌倒时手掌着地造成的手舟骨骨折，或颈部扭挫伤时需通过X线片检查排除。","['65511c285b88088ddb78d01abe16ea03e895b3eecb830eda788ebcf2c32f6ebff41308e8457f15226f43087deab6291de258d378965b9e7488aa823196a0cca4'
 'ddb7a0fff3f02c44bdc4900224c0d1f7519e21554761f66aef0ebbabdf8c7580cb2a271f675b1228b776efe511c8bc95dddc0dc37a604608c37ea6852844f3bb'
 'b69ed9ef3d7edb6b1aa820c31b686e3e9d6d88a8df0eb80ad8f8943ee0e37f568d6c65cbdda7e0982e15172df7f80e842ef59a64507d129cfa1360e3bffcbe6a'
 '75ae79328298d210636952c6ffd94ebae96e99b56652d5fc2a9dca387920287980c28038316c4081cc98a1e7617762efab245c49ebe5c7fb9944a413d24d6be5'
 '9a75067f40921161ea74c7673bbd17a47f9711861e196a96d892a425547d79d4f72fa7444c0f1f0f355603f8a2c2126d572fad9e2a3378f8cdc13b531fc72c21'
 'e432940c7d2f51c40a351229894ef049ea003c538ced17ef0ed851a87170566236c4d4448b0ce1edae9e8c6f890d2f253fbabade934a43e2b12266522ae4d4cd'
 '43ef87f0609c6cfe9b3d508790db0f9fc0331b7d6e30ddde1c8149de45859a990fedcb8310927d6154fb6c756443cc985584ef6aa8dc8d089d58dd588eae9b4e'
 'a1869e576fee1d88da7dc21354395ea7a79bc838c300bc73581ce0c25222541a971ded60b32a48fe27a97cc535d9ce3af53783ba4deb5ce4caebd29a0a01df22'
 'efbb75cf0323a9e0f42165e56f60b1e9d5c6764bf1bd121a26623789adefa07ac9573bd1806d1c080df117779626891ade750df15be21c49bf8e38934a589702'
 '41343306c45eb56cac3d7e89923c96ea0f1b9f03032fc06590d0c390acb7c6d8e717b02da78fd5549085da1fc2d988da44f0d195324194dc91cc3d01c2444790'
 '93bc9da7380ded08243ea8b1d60be3a1fdde155279c059b15b700c943db1de9ebce484cc603e3abfb4958660f9e758d9fc1cf7a11cfa85fa1eb0d744cd88e751'
 'cfdbb1ebf5c3f09e58c2b31277254e86d8295cccb18d2909ac89880c49c7eb07b1988984187e230dae1c0f844e9af35ff1a03701b5cad5f76a8df828bceb842f'
 '369156dc52c1c8d9356c8b0579e73fd17760736fd70c1235daaf644b29de6744d9a6130a1fe65d8c7e8073d9fd9d1c5fbe762c01624c49eb6c53f1c8a9d3c662'
 '1716240cb11a2467f829f0ca45d14ef947b45a19d76bae550c022e402693c83ead2972b9b90e28cde9e468f0f0fccc01282ea8dbc6d558484beb9d0ee0e27c75'
 'b7d001d00bb00e5a2daeb019894299db63daad647c26145a507e531ddafac2c6ea96b8fcd5c77a943ea9fc5561cbe0750fd018a98e41451878cfe7f6f60df9f8'
 '305e68529091602cf7a58fe9067aa7f8059c1060692cc95fb6642723141567a83a02b31287ab30ddd8694a2a047f61a0e25587919367e87949413058e2ca5c38'
 '8609bd1c9e4552299da1fc22d25131026ea8ec7b69f9b98be74df06e921f67f3c498071ea1391f36a14221da6006c636999131de3f328bb41be95ae9c25e3628'
 '7e59f0216400bbbcf67ce1d6a97fefbca222149745bcbe4c85fbc8b90902f5f576221829ff5a3ffe50b8f3d34b0543beebd2608a0f35153b21fae130547f9f76'
 '8eb786b657bf75547ac7a68f417afa35b4e78a118d2861305debcf541b5ddaeaeb474ad1208d0b2bc3fd2246b6d88d6ec3649ab00acf1fc878b7d74b95bd08bb'
 '3fc4787d4fe820f031b98708257b730553d2e71bc935970173466eec19a74ab281c4630b683f0d7923bc18261862200bdaff8369ea1ef9f9921a6e68c077eec1'
 '91f9dd30d50af84587df9f4799535a66da332443dd2fe821e31c15464216790b3c198dbd01d4a62d24beca986849a38b0448e8b40feb6e6d3deabac73b4557b7'
 'e21e300cec1fda230dcba4e030260014b1fc8f6e542b619248c3c9c693a812f6cf09ab74bd3dc0cb81ed15f8e5c8179a6822cbd36824b3c2e6a63e83fe1bf24c'
 '738ec1c6824acaff304bf9249b0ce4f55defc21c0db1f7d8752bdf4ada40d71e763ae25b01e774414c9bc26841b56adbd830625e6a224fa72fb38098571f7470'
 '876c339cf4c82c7db0471c351069ebd3604ad13c36ca7981eba973a535a65b52aeb8365804ca9503d5f441993afcf207560ca7502611295dc2df58035049c70d'
 '694fa2e7cd326900ca2f5cda59cc4049e5ddc9a42350cfaeb54c6bd7af033df5ca987a329f583dd892b7eba09c021a76546a63e27ed18d702dccc6a270d43819'
 'e04837268f0442b6c0d300c2eb6d12413ce8d6404e2f020e4cf8113d556995010c586ec43fcde9a6ceec7437e3cf6b600f400d54e2f15e89b0727b15cb22224a'
 'd3f88855aee7ebbcc290929b090ba1cba5498a41c11347911127e8879e38f842943af3a84515ffea73f245ffd779723c649f38f87fb31e2b2e07e07df1a0d8bc'
 '826cd117356b5e21ffa62a53fc91263965fe850f8c37a06f468bf21fc2e3c6d7a896b6a45c10efe4ae02c19033390e85abfe797245f45a8be37fdb2338a6a9f5'
 '857ac70a98bbc244912d8a23ef04eae5a35c32a96cba282119be7a3d6e004f253052f3af5797d7930d24315b40f53e18760775e04163769c0984ed1de83d4a4c'
 '23c8c6b3eb4fb912a0d9d0a65ca969afbf40d116bd4a8a3e0558a157d23fa0555754cf75eb58bb042e83f8af84e85f707733ff296c43843681806ff5f7f5b47f'
 'ef5d73c8baed1744e9cd53f6bd3cec3855bdace1bd7dddec19ceb2e22ead204cde58a619fcf22462bbe9258627a331e6a4c0cef4907cbe8aa7efa864eb7725f4'
 '2497fc6e2d1c96c81a3e3151c07ec078b6cbc06acc7eda72f1cd28116bbd29a904916a2d94e72c6b15bdc6195b0c032bd1ea08bdef6a4e4ea141252ac7f34ef3'
 'e9dad5dd382d934a862b86b5e1fdd46791ac42a8f49ecd5df4ae9968d9ebfa3c08608c0271352dca0dfb3332a2664ececf1f273464696d83967fe2280380148f'
 '696ae0cc3f39f4a49c32f62f56a2f2f36990eb5e9b128e8cdb21f465ea0576bf0231d0163c306279e72742d0ccdaba230baeac799219c3cfc5363081322eaead'
 '5e66ca1951b1573cba8415573a464cc486103a1521554d664e46d0234da463813a7c895e3de9be66f3f2cdbf17b68eb6e41aab1ffb643dc90f5669bfdc3c401a'
 '7446c7240022f289ee0e6c7cef717128434e41a073829951f9908895b163f442f2d299c1711bd99040630a787b21a5ecdedcb6733207be9545b9ed7544156f48'
 'c22cd48a3b0d7071b786af6b2693810c541d41cec83798a3a55be74643cb338d8d8ed69e0c30f1db001982056405afa447b08cd5eeb815d46121e27f117173b7'
 'eed2bc201036897581617feb4fe5ff6e55612d6b747dc7634ba3d83e763b19139f5d0d8ab1087d9d3a2819a33698ab2924258ef7a6f82623bb53b54f785ba062'
 '23d0c3e22db03aa832626ffbf88b85133398fbc7a96126451df0f73b368d48879cf456cbdb90377b88ee0d773d07d047c72d93e710d0a05441084c1995ab96bf'
 '70733742c69807893f1d49d52772e3de2b4c9e981ae2a9e874f15488799639cec779cdfbd9f79b8afe54535b592799fce6fbfa63ea0de36a6c3c2d1768246629'
 'df8f1a47f1121e2d9e823665295f1d54254451618bb85773203995260def0e91c3489eb6cf857832bb5babcda19dcaa31447eb987ad930c8dabd47ad026e9af8'
 '1b6243eaea5ac6bec7ed220391b2459c58a71684317e1549288d23b519c9f7be7fc26647d51fa8a9b71afdd9eeac3a91dc997a5c20317c19733d9c54775b024a'
 '92121d8efba25aaf80393db9622175ac562aa6a726438930efad42ee2624e4d0ede39ba62c9e68043d3a785f94712f9bd63a8b4da90e35efa9f988259d6fc4fc'
 '8c9953d2989c3df6f71eae236e96435ba3252770e5aa9370dc3de70b047aee997a02a27bac4c44130c3ccb89c7016df2682b5f5e2f6ee9fb7b9fb1f9cb485395'
 'ee21c841a95d04e5699a1abb4ace7203ca60ed268d4e72d786e59d7b54994c9c3ace324dae033c1e16f25eee0076ab3a328cc5e9418bec4286438215334ff782'
 'd2f4af22acfe0b2ad4d7dddb109bcb04fc0178726c10f0cc3b34097431ed2e884cb4ba43fb27577ae5cfa1de4fd003765034b375eb5af7a8b648bc7003a00988'
 'fee43caa22a92cafe5253051450c115f0d3b9de0b42ca1656350ad49307762c927535d5b549dfba8f0d3db0a81105efcfa98774b9b8b320e5e92542fad51369a'
 '44e9e58892591f0869fa80283488e0c804712f6ad099fa7c6101624da3c82bdcc1b00d9d89e45bab5e72b3ed9a9600e5c86c7a280b59c9a639d472850219bda0']",48,203,0.0,0.0
"728cd33f-8852-4c83-ab46-46079d7fbe39",181,"锁骨骨折","INJURY","

锁骨骨折是上肢骨折的一种常见类型，多发生在无韧带肌肉保护的锁骨两个弯曲的交界处，通常由肩部外侧或手掌先着地跌倒引起，尤以幼儿多见。该损伤需要进行整复和固定治疗，其临床愈合时间一般参考为4～6周。","['65511c285b88088ddb78d01abe16ea03e895b3eecb830eda788ebcf2c32f6ebff41308e8457f15226f43087deab6291de258d378965b9e7488aa823196a0cca4'
 'ea765ef2434f48017e23caa96c0ca41f8848b43638aa1dcd536904f7b6170b3aa5874521914c90e460a2ff0fe39acdeafe3edc2a7bc4fbcdf08795d2111e288c'
 'bc98b015603213095e2b75be602df848de00f3f77725c99edfe30a24d956d81a4170fbd81970205f6301ee8c4df61060e480e3dd868cd9eb82900e83b7b8fae0'
 'b6523e38560e6494dedd0fac608cf45b34564c4c95e59f3118a21ec06c459bc7c3caad78ca4ef5a2fe4f9388e045b6c4dd664087666190ffefabcc4d671aab17'
 'edec478d3cc9a1c27f699edb0ab037b05fb411006b8037ecd20936c361fc4f476da3312a762d037bf984902253bbb52e40d728ccb7ac831c79ef166deac2f9d8'
 '44ff2ba1960a71a2f880619a4a97be09b9f4b0b6a58c2a3432e4746dc96f5d99d513a41f782e590c8f0d951cb8aaa9f976c63c65d7a1f14cd7106dc4af931d02']",6,31,0.0,0.0
"cd3fe9a9-300a-4e8c-a5cf-58cd689876e8",182,"肱骨外科颈骨折","INJURY","

肱骨外科颈骨折是一种发生在肱骨外科颈部位的骨折类型，属于上肢骨折的一种，常与肩关节脱位合并发生。其临床愈合时间一般参考为4～6周。该骨折通常需要进行整复和固定治疗，部分病例可能需要切开复位手术，而非所有情况都无需手术治疗。","['65511c285b88088ddb78d01abe16ea03e895b3eecb830eda788ebcf2c32f6ebff41308e8457f15226f43087deab6291de258d378965b9e7488aa823196a0cca4'
 'b69ed9ef3d7edb6b1aa820c31b686e3e9d6d88a8df0eb80ad8f8943ee0e37f568d6c65cbdda7e0982e15172df7f80e842ef59a64507d129cfa1360e3bffcbe6a'
 'bc98b015603213095e2b75be602df848de00f3f77725c99edfe30a24d956d81a4170fbd81970205f6301ee8c4df61060e480e3dd868cd9eb82900e83b7b8fae0'
 '44ff2ba1960a71a2f880619a4a97be09b9f4b0b6a58c2a3432e4746dc96f5d99d513a41f782e590c8f0d951cb8aaa9f976c63c65d7a1f14cd7106dc4af931d02'
 'edfc3c340511b3252c13f66ca430f408ad040de7e7597c8fe5ebb7ce53946135c3890fc86136f09f44e589e78fa1db42f0b6df54b986899c6e50c54c91ec07b5'
 '75e03de3dad34159d146f8f38b0dd726a0e752093cff85a15e1d18d266fab13416d30c2d188d01751898ad7ebf8ca2074489c25a799ccfda3030b83701184069'
 '468053c1821b2e3ad6d699194e6dbda134182646a8acd119154bea31f42c048fb8f7bcd7ac13a08170270f8d91de037e5f98929b6741a4c28070dcf0ceda0a34'
 'fb5bfcace78483176c9f8be2ddf1fc91596ea738026e07de743f4c0a522289221d2344e2cb02f029415c91bb64cb6da0e25728e99348e3cd7170139eae376316']",8,17,0.0,0.0
